n1,n_id,g1,g2,g3,g4,g5,g6,l1,l2,l3,l4,ppm
7,22,2.285714,3.714286,0.468565,0.73634,0.56979,0.341816,0.813401,0.509183,0.468565,0.64571,-661.154388869544
7,22,2.285714,3.714286,0.468565,0.73634,0.56979,0.341816,0.810156,0.449137,0.468565,0.64571,-660.889422103893
7,22,2.285714,3.714286,0.468565,0.73634,0.56979,0.341816,0.594421,0.180862,0.468565,0.557137,-652.605268041452
7,23,1.714286,4.285714,0.468565,0.873623,0.620403,0.534298,0.9067,0.690015,0.468565,0.64571,-660.721066085285
7,23,1.714286,4.285714,0.468565,0.873623,0.620403,0.534298,0.9067,0.642663,0.468565,0.64571,-660.951811349191
7,23,1.714286,4.285714,0.468565,0.873623,0.620403,0.534298,0.74428,0.01658,0.468565,0.468565,-660.555168351307
7,23,1.714286,4.285714,0.468565,0.873623,0.620403,0.534298,0.778841,0.665372,0.468565,0.64571,-660.537103973043
7,23,1.714286,4.285714,0.468565,0.873623,0.620403,0.534298,1,0.5718,0.468565,0.64571,-653.788608197886
7,23,1.714286,4.285714,0.468565,0.873623,0.620403,0.534298,0.778841,0.546334,0.468565,0.64571,-660.576039898913
7,23,1.714286,4.285714,0.468565,0.873623,0.620403,0.534298,1,0.607326,0.468565,0.64571,-653.804721144914
7,24,1.714286,4.285714,0.468565,0.813401,0.595097,0.425586,0.813401,0.530109,0.468565,0.64571,-660.294563308395
7,24,1.714286,4.285714,0.468565,0.813401,0.595097,0.425586,0.813401,0.512696,0.468565,0.557137,-661.611473985669
7,24,1.714286,4.285714,0.468565,0.813401,0.595097,0.425586,0.813401,0.278078,0.468565,0.557137,-654.075167682607
7,24,1.714286,4.285714,0.468565,0.813401,0.595097,0.425586,0.813401,0.476386,0.468565,0.557137,-661.358967213479
7,24,1.714286,4.285714,0.468565,0.813401,0.595097,0.425586,0.813401,0.442378,0.468565,0.64571,-660.726339117329
7,24,1.714286,4.285714,0.468565,0.813401,0.595097,0.425586,0.813401,0.463074,0.468565,0.64571,-660.220611870861
7,24,1.714286,4.285714,0.468565,0.813401,0.595097,0.425586,0.813401,0.276382,0.468565,0.557137,-654.098982192521
7,25,2,4,0.468565,0.789982,0.595097,0.534524,0.74819,0.623367,0.468565,0.557137,-658.441351614494
7,25,2,4,0.468565,0.789982,0.595097,0.534524,0.813401,0.594446,0.468565,0.64571,-654.191833966915
7,25,2,4,0.468565,0.789982,0.595097,0.534524,0.775595,0.475779,0.468565,0.557137,-660.566843191715
7,25,2,4,0.468565,0.789982,0.595097,0.534524,0.723994,0.510267,0.468565,0.557137,-651.570904713155
7,25,2,4,0.468565,0.789982,0.595097,0.534524,0.763732,0.60893,0.468565,0.64571,-659.441134454306
7,25,2,4,0.468565,0.789982,0.595097,0.534524,0.778841,0.320491,0.468565,0.557137,-660.134612423802
7,25,2,4,0.468565,0.789982,0.595097,0.534524,0.926119,0.608391,0.468565,0.64571,-654.10336074693
7,26,2.285714,3.714286,0.468565,0.767739,0.595097,0.521645,0.723994,0.597887,0.468565,0.64571,-652.400467325522
7,26,2.285714,3.714286,0.468565,0.767739,0.595097,0.521645,0.813401,0.382697,0.468565,0.557137,-661.266077882379
7,26,2.285714,3.714286,0.468565,0.767739,0.595097,0.521645,0.775595,0.479941,0.468565,0.557137,-660.972206607629
7,26,2.285714,3.714286,0.468565,0.767739,0.595097,0.521645,0.763732,0.534751,0.468565,0.557137,-658.457933534382
7,26,2.285714,3.714286,0.468565,0.767739,0.595097,0.521645,0.708454,0.499852,0.468565,0.557137,-659.173873361509
7,26,2.285714,3.714286,0.468565,0.767739,0.595097,0.521645,0.810156,0.580444,0.468565,0.64571,-661.280113665558
7,26,2.285714,3.714286,0.468565,0.767739,0.595097,0.521645,0.778841,0.575946,0.468565,0.64571,-661.420649508277
7,27,2.571429,3.428571,0.468565,0.606327,0.56979,0.41161,0.65923,0.549382,0.468565,0.557137,-658.844799538047
7,27,2.571429,3.428571,0.468565,0.606327,0.56979,0.41161,0.740829,0.351533,0.468565,0.64571,-655.420180244962
7,27,2.571429,3.428571,0.468565,0.606327,0.56979,0.41161,0.469505,0.225752,0.468565,0.468565,-660.038984452847
7,27,2.571429,3.428571,0.468565,0.606327,0.56979,0.41161,0.507457,0.357479,0.468565,0.468565,-657.133497024322
7,27,2.571429,3.428571,0.468565,0.606327,0.56979,0.41161,0.599446,0.496067,0.468565,0.64571,-662.648041296872
7,27,2.571429,3.428571,0.468565,0.606327,0.56979,0.41161,0.598646,0.434226,0.468565,0.557137,-658.622277739581
7,27,2.571429,3.428571,0.468565,0.606327,0.56979,0.41161,0.669178,0.46683,0.468565,0.64571,-653.402208642448
7,28,2.285714,3.714286,0.468565,0.663331,0.56979,0.368762,0.577593,0.540476,0.468565,0.64571,-661.387423728358
7,28,2.285714,3.714286,0.468565,0.663331,0.56979,0.368762,0.870415,0.468528,0.468565,0.557137,-661.759650550854
7,28,2.285714,3.714286,0.468565,0.663331,0.56979,0.368762,0.477152,0.212966,0.468565,0.468565,-658.902649427434
7,28,2.285714,3.714286,0.468565,0.663331,0.56979,0.368762,0.572265,0.205132,0.468565,0.468565,-659.028212484512
7,28,2.285714,3.714286,0.468565,0.663331,0.56979,0.368762,0.525912,0.404671,0.468565,0.557137,-661.678663406839
7,28,2.285714,3.714286,0.468565,0.663331,0.56979,0.368762,1,0.261608,0.468565,0.64571,-654.267124463257
7,28,2.285714,3.714286,0.468565,0.663331,0.56979,0.368762,0.619978,0.487952,0.468565,0.64571,-659.550848005132
7,29,2.285714,3.714286,0.468565,0.62428,0.544484,0.292444,0.625046,0.454003,0.468565,0.557137,-657.824501470773
7,29,2.285714,3.714286,0.468565,0.62428,0.544484,0.292444,0.740829,0.133448,0.468565,0.557137,-655.168357318586
7,29,2.285714,3.714286,0.468565,0.62428,0.544484,0.292444,0.539606,0.343529,0.468565,0.557137,-653.476830739389
7,29,2.285714,3.714286,0.468565,0.62428,0.544484,0.292444,0.558996,0.242694,0.468565,0.468565,-656.197202347115
7,29,2.285714,3.714286,0.468565,0.62428,0.544484,0.292444,0.740829,0.157008,0.468565,0.557137,-654.958044903547
7,29,2.285714,3.714286,0.468565,0.62428,0.544484,0.292444,0.625046,0.323545,0.468565,0.557137,-657.875682331854
7,29,2.285714,3.714286,0.468565,0.62428,0.544484,0.292444,0.539606,0.392881,0.468565,0.557137,-653.580859299947
7,30,1.714286,4.285714,0.468565,0.793652,0.56979,0.240866,0.813401,0.280853,0.468565,0.64571,-653.59367302623
7,30,1.714286,4.285714,0.468565,0.793652,0.56979,0.240866,0.813401,0.322928,0.468565,0.557137,-660.691450869525
7,30,1.714286,4.285714,0.468565,0.793652,0.56979,0.240866,0.74428,0.031274,0.468565,0.468565,-660.627069507413
7,30,1.714286,4.285714,0.468565,0.793652,0.56979,0.240866,0.813401,-0.175588,0.468565,0.468565,-653.93838964581
7,30,1.714286,4.285714,0.468565,0.793652,0.56979,0.240866,0.778841,0.440708,0.468565,0.64571,-660.735332770098
7,30,1.714286,4.285714,0.468565,0.793652,0.56979,0.240866,0.813401,0.424842,0.468565,0.64571,-660.387075952704
7,30,1.714286,4.285714,0.468565,0.793652,0.56979,0.240866,0.778841,0.361045,0.468565,0.557137,-659.713876266796
7,31,1.714286,4.285714,0.468565,0.636634,0.544484,0.235686,0.504059,0.342084,0.468565,0.557137,-660.335697165757
7,31,1.714286,4.285714,0.468565,0.636634,0.544484,0.235686,0.813401,0.179229,0.468565,0.557137,-653.800264286346
7,31,1.714286,4.285714,0.468565,0.636634,0.544484,0.235686,0.504059,-0.060837,0.468565,0.468565,-660.358752301249
7,31,1.714286,4.285714,0.468565,0.636634,0.544484,0.235686,0.813401,0.283633,0.468565,0.557137,-653.800737175565
7,31,1.714286,4.285714,0.468565,0.636634,0.544484,0.235686,0.504059,0.372914,0.468565,0.557137,-660.91378921856
7,31,1.714286,4.285714,0.468565,0.636634,0.544484,0.235686,0.813401,0.143091,0.468565,0.557137,-659.48212147032
7,31,1.714286,4.285714,0.468565,0.636634,0.544484,0.235686,0.504059,0.389687,0.468565,0.557137,-660.880257689723
7,32,2,4,0.401627,0.501961,0.544484,0.151199,0.577593,0.220535,0.468565,0.557137,-660.204021683351
7,32,2,4,0.401627,0.501961,0.544484,0.151199,0.740829,0.124816,0.468565,0.557137,-654.767648259965
7,32,2,4,0.401627,0.501961,0.544484,0.151199,0.477152,0.052289,0.468565,0.468565,-658.549285401999
7,32,2,4,0.401627,0.501961,0.544484,0.151199,0,-0.141885,0,0.557137,-647.644178891177
7,32,2,4,0.401627,0.501961,0.544484,0.151199,0.572265,0.294885,0.468565,0.557137,-659.979656372917
7,32,2,4,0.401627,0.501961,0.544484,0.151199,0.619978,0.256931,0.468565,0.557137,-657.903578848583
7,32,2,4,0.401627,0.501961,0.544484,0.151199,0.525912,0.250821,0.468565,0.557137,-661.710508608672
7,33,2,4,0.468565,0.758583,0.56979,0.208092,0.926119,0.216299,0.468565,0.64571,-653.910187262013
7,33,2,4,0.468565,0.758583,0.56979,0.208092,0.777115,0.0191,0.468565,0.468565,-661.792837246323
7,33,2,4,0.468565,0.758583,0.56979,0.208092,0.594421,-0.035794,0.468565,0.468565,-651.961687622903
7,33,2,4,0.468565,0.758583,0.56979,0.208092,0.813401,0.215706,0.468565,0.557137,-654.207831422761
7,33,2,4,0.468565,0.758583,0.56979,0.208092,0.739246,0.327173,0.468565,0.557137,-658.620555370749
7,33,2,4,0.468565,0.758583,0.56979,0.208092,0.646378,0.353809,0.468565,0.64571,-659.015306477176
7,33,2,4,0.468565,0.758583,0.56979,0.208092,0.813401,0.360354,0.468565,0.64571,-660.702714013009
7,34,2,4,0.401627,0.557141,0.56979,0.293153,0.58121,0.189567,0.468565,0.468565,-658.537653314593
7,34,2,4,0.401627,0.557141,0.56979,0.293153,0,0.295734,0,0.64571,-647.300519072277
7,34,2,4,0.401627,0.557141,0.56979,0.293153,0.525912,0.012999,0.468565,0.468565,-660.80826179279
7,34,2,4,0.401627,0.557141,0.56979,0.293153,0.926119,0.297415,0.468565,0.557137,-653.740772035347
7,34,2,4,0.401627,0.557141,0.56979,0.293153,0.537811,0.413957,0.468565,0.557137,-658.656667351366
7,34,2,4,0.401627,0.557141,0.56979,0.293153,0.751345,0.431059,0.468565,0.64571,-659.343240677552
7,34,2,4,0.401627,0.557141,0.56979,0.293153,0.577593,0.411339,0.468565,0.64571,-661.276327185326
7,35,2,4,0.468565,0.721282,0.544484,0.229332,0.594421,0.376265,0.468565,0.557137,-652.150812466997
7,35,2,4,0.468565,0.721282,0.544484,0.229332,0.813401,-0.12879,0.468565,0.557137,-653.922923911857
7,35,2,4,0.468565,0.721282,0.544484,0.229332,0.740829,-0.044733,0.468565,0.468565,-654.778744136262
7,35,2,4,0.468565,0.721282,0.544484,0.229332,0.775595,0.383138,0.468565,0.557137,-660.663957738793
7,35,2,4,0.468565,0.721282,0.544484,0.229332,0.646378,0.382848,0.468565,0.557137,-657.56789172043
7,35,2,4,0.468565,0.721282,0.544484,0.229332,0.699509,0.381543,0.468565,0.557137,-659.116683983624
7,35,2,4,0.468565,0.721282,0.544484,0.229332,0.778841,0.255054,0.468565,0.557137,-660.311824614553
7,36,2.285714,3.714286,0.468565,0.686727,0.544484,0.15567,0.654718,0.254092,0.468565,0.557137,-652.208603321104
7,36,2.285714,3.714286,0.468565,0.686727,0.544484,0.15567,0.740829,-0.031705,0.468565,0.557137,-655.314369600049
7,36,2.285714,3.714286,0.468565,0.686727,0.544484,0.15567,0.539606,0.031523,0.468565,0.468565,-653.712055435316
7,36,2.285714,3.714286,0.468565,0.686727,0.544484,0.15567,0.926119,0.020082,0.468565,0.557137,-654.548173465415
7,36,2.285714,3.714286,0.468565,0.686727,0.544484,0.15567,0.597352,0.334667,0.468565,0.557137,-657.815637721816
7,36,2.285714,3.714286,0.468565,0.686727,0.544484,0.15567,0.723418,0.27473,0.468565,0.557137,-660.08083033036
7,36,2.285714,3.714286,0.468565,0.686727,0.544484,0.15567,0.625046,0.2063,0.468565,0.557137,-658.707017098086
7,37,2,4,0.401627,0.743543,0.64571,0.555204,0.963059,0.507355,0.468565,0.734282,-662.083234867699
7,37,2,4,0.401627,0.743543,0.64571,0.555204,0.831984,0.639748,0.468565,0.734282,-660.132524390729
7,37,2,4,0.401627,0.743543,0.64571,0.555204,0.724442,0.307438,0.468565,0.468565,-657.997940545838
7,37,2,4,0.401627,0.743543,0.64571,0.555204,0.796136,0.644703,0.468565,0.557137,-658.345576304678
7,37,2,4,0.401627,0.743543,0.64571,0.555204,0.926119,0.640053,0.468565,0.734282,-654.461548031227
7,37,2,4,0.401627,0.743543,0.64571,0.555204,0,0.608676,0,0.734282,-647.311641392342
7,37,2,4,0.401627,0.743543,0.64571,0.555204,0.963059,0.538458,0.468565,0.557137,-660.609062644896
7,38,2,4,0.468565,0.833469,0.620403,0.34822,0.926119,0.453464,0.468565,0.734282,-654.346324730073
7,38,2,4,0.468565,0.833469,0.620403,0.34822,0.680637,0.459683,0.468565,0.734282,-660.426993240352
7,38,2,4,0.468565,0.833469,0.620403,0.34822,0.715497,0.333674,0.468565,0.468565,-658.623415112822
7,38,2,4,0.468565,0.833469,0.620403,0.34822,0.870415,0.076859,0.468565,0.468565,-661.44826835015
7,38,2,4,0.468565,0.833469,0.620403,0.34822,1,0.342604,0.468565,0.734282,-654.630398283598
7,38,2,4,0.468565,0.833469,0.620403,0.34822,0.926119,0.471568,0.468565,0.734282,-654.690067771382
7,38,2,4,0.468565,0.833469,0.620403,0.34822,0.715497,0.299686,0.468565,0.468565,-658.996574681273
7,39,2.571429,3.428571,0.468565,0.764797,0.56979,0.414339,0.926119,0.571003,0.468565,0.64571,-661.659746769322
7,39,2.571429,3.428571,0.468565,0.764797,0.56979,0.414339,0.673941,0.588827,0.468565,0.64571,-657.6828501089
7,39,2.571429,3.428571,0.468565,0.764797,0.56979,0.414339,0.69967,0.339197,0.468565,0.468565,-659.318117127448
7,39,2.571429,3.428571,0.468565,0.764797,0.56979,0.414339,0.586262,0.116545,0.468565,0.468565,-653.710492403534
7,39,2.571429,3.428571,0.468565,0.764797,0.56979,0.414339,0.782609,0.503483,0.468565,0.557137,-658.784672424951
7,39,2.571429,3.428571,0.468565,0.764797,0.56979,0.414339,0.926119,0.28085,0.468565,0.64571,-654.460896837269
7,39,2.571429,3.428571,0.468565,0.764797,0.56979,0.414339,0.758861,0.500465,0.468565,0.557137,-659.105665003024
7,40,1.714286,4.285714,0.468565,0.893372,0.64571,0.46517,0.813401,0.508186,0.468565,0.734282,-661.106625630086
7,40,1.714286,4.285714,0.468565,0.893372,0.64571,0.46517,0.813401,0.627947,0.468565,0.734282,-661.106977514583
7,40,1.714286,4.285714,0.468565,0.893372,0.64571,0.46517,0.9067,0.50689,0.468565,0.557137,-660.270266299432
7,40,1.714286,4.285714,0.468565,0.893372,0.64571,0.46517,0.9067,0.516327,0.468565,0.557137,-660.270186296145
7,40,1.714286,4.285714,0.468565,0.893372,0.64571,0.46517,1,0.455975,0.468565,0.734282,-654.069766887074
7,40,1.714286,4.285714,0.468565,0.893372,0.64571,0.46517,1,0.578637,0.468565,0.734282,-654.069427320018
7,40,1.714286,4.285714,0.468565,0.893372,0.64571,0.46517,0.813401,0.06223,0.468565,0.468565,-660.734374151176
7,41,2.571429,3.428571,0.468565,0.805391,0.595097,0.525139,0.803468,0.621179,0.468565,0.64571,-659.783472418871
7,41,2.571429,3.428571,0.468565,0.805391,0.595097,0.525139,0.791369,0.713981,0.468565,0.64571,-659.526304566081
7,41,2.571429,3.428571,0.468565,0.805391,0.595097,0.525139,0.74819,0.55435,0.468565,0.557137,-659.050655927829
7,41,2.571429,3.428571,0.468565,0.805391,0.595097,0.525139,0.692679,0.488003,0.468565,0.557137,-652.420744533042
7,41,2.571429,3.428571,0.468565,0.805391,0.595097,0.525139,0.749794,0.579458,0.468565,0.557137,-657.320134460464
7,41,2.571429,3.428571,0.468565,0.805391,0.595097,0.525139,0.926119,0.35623,0.468565,0.64571,-654.144357524192
7,41,2.571429,3.428571,0.468565,0.805391,0.595097,0.525139,0.926119,0.362772,0.468565,0.557137,-661.356896369782
7,42,2.285714,3.714286,0.468565,0.811263,0.64571,0.638361,0.775595,0.515017,0.468565,0.734282,-653.212177657179
7,42,2.285714,3.714286,0.468565,0.811263,0.64571,0.638361,0.775595,0.740134,0.468565,0.734282,-653.212554255129
7,42,2.285714,3.714286,0.468565,0.811263,0.64571,0.638361,0.791369,0.696975,0.468565,0.557137,-658.882613194951
7,42,2.285714,3.714286,0.468565,0.811263,0.64571,0.638361,0.791369,0.696975,0.468565,0.557137,-658.882914994346
7,42,2.285714,3.714286,0.468565,0.811263,0.64571,0.638361,0.692679,0.555686,0.468565,0.468565,-658.017670483526
7,42,2.285714,3.714286,0.468565,0.811263,0.64571,0.638361,0.926119,0.640764,0.468565,0.734282,-655.159137854641
7,42,2.285714,3.714286,0.468565,0.811263,0.64571,0.638361,0.926119,0.622977,0.468565,0.734282,-655.159384885792
7,43,2.285714,3.714286,0.401627,0.562182,0.620403,0.403002,0.651128,0.603816,0.468565,0.734282,-661.777440404537
7,43,2.285714,3.714286,0.401627,0.562182,0.620403,0.403002,0.737634,0.602218,0.468565,0.734282,-652.801573325785
7,43,2.285714,3.714286,0.401627,0.562182,0.620403,0.403002,0.629634,0.279708,0.468565,0.468565,-659.395361094405
7,43,2.285714,3.714286,0.401627,0.562182,0.620403,0.403002,0.549612,0.441107,0.468565,0.468565,-656.821989199308
7,43,2.285714,3.714286,0.401627,0.562182,0.620403,0.403002,0,0.118074,0,0.734282,-647.544825051999
7,43,2.285714,3.714286,0.401627,0.562182,0.620403,0.403002,0.737634,0.495637,0.468565,0.734282,-653.110269083455
7,43,2.285714,3.714286,0.401627,0.562182,0.620403,0.403002,0.629634,0.280453,0.468565,0.468565,-659.650724992249
7,44,3.142857,2.857143,0.468565,0.647955,0.56979,0.487827,0.734515,0.649948,0.468565,0.64571,-659.933537858418
7,44,3.142857,2.857143,0.468565,0.647955,0.56979,0.487827,0.734515,0.649948,0.468565,0.64571,-659.933750765672
7,44,3.142857,2.857143,0.468565,0.647955,0.56979,0.487827,0.494231,0.391879,0.468565,0.468565,-658.293677660274
7,44,3.142857,2.857143,0.468565,0.647955,0.56979,0.487827,0.494231,0.391879,0.468565,0.468565,-658.293829327192
7,44,3.142857,2.857143,0.468565,0.647955,0.56979,0.487827,0.704919,0.433839,0.468565,0.557137,-660.327172929666
7,44,3.142857,2.857143,0.468565,0.647955,0.56979,0.487827,0.668359,0.463458,0.468565,0.64571,-652.580820856399
7,44,3.142857,2.857143,0.468565,0.647955,0.56979,0.487827,0.704919,0.433839,0.468565,0.557137,-660.32780384594
7,45,2.571429,3.428571,0.401627,0.52351,0.56979,0.269737,0.699673,0.419878,0.468565,0.64571,-659.905631641947
7,45,2.571429,3.428571,0.401627,0.52351,0.56979,0.269737,0.699673,0.419878,0.468565,0.64571,-659.905475900114
7,45,2.571429,3.428571,0.401627,0.52351,0.56979,0.269737,0.43294,0.187177,0.468565,0.468565,-659.416503574128
7,45,2.571429,3.428571,0.401627,0.52351,0.56979,0.269737,0.43294,0.187177,0.468565,0.468565,-659.416704621303
7,45,2.571429,3.428571,0.401627,0.52351,0.56979,0.269737,0.699673,0.290102,0.468565,0.557137,-658.480301028932
7,45,2.571429,3.428571,0.401627,0.52351,0.56979,0.269737,0,0.093847,0,0.64571,-647.765234666594
7,45,2.571429,3.428571,0.401627,0.52351,0.56979,0.269737,0.699673,0.290102,0.468565,0.557137,-658.480854750207
7,46,2.571429,3.428571,0.468565,0.646457,0.56979,0.417881,0.651128,0.590426,0.468565,0.64571,-661.312804115121
7,46,2.571429,3.428571,0.468565,0.646457,0.56979,0.417881,0.659305,0.639915,0.468565,0.64571,-659.115561068556
7,46,2.571429,3.428571,0.468565,0.646457,0.56979,0.417881,0.629634,0.470692,0.468565,0.557137,-660.22795446085
7,46,2.571429,3.428571,0.468565,0.646457,0.56979,0.417881,0.529158,0.421767,0.468565,0.468565,-656.621612224199
7,46,2.571429,3.428571,0.468565,0.646457,0.56979,0.417881,0.740829,0.106931,0.468565,0.557137,-655.33515637466
7,46,2.571429,3.428571,0.468565,0.646457,0.56979,0.417881,0.737634,0.471678,0.468565,0.64571,-652.207059726457
7,46,2.571429,3.428571,0.468565,0.646457,0.56979,0.417881,0.577511,0.223758,0.468565,0.468565,-660.477584538736
7,47,2,4,0.468565,0.849341,0.64571,0.472888,0.926119,0.496392,0.468565,0.734282,-654.454444724646
7,47,2,4,0.468565,0.849341,0.64571,0.472888,0.810156,0.602533,0.468565,0.734282,-661.491226964265
7,47,2,4,0.468565,0.849341,0.64571,0.472888,0.76762,0.583955,0.468565,0.557137,-658.18738182826
7,47,2,4,0.468565,0.849341,0.64571,0.472888,0.727884,0.297617,0.468565,0.468565,-658.025212819055
7,47,2,4,0.468565,0.849341,0.64571,0.472888,0.9067,0.453499,0.468565,0.557137,-660.60397070705
7,47,2,4,0.468565,0.849341,0.64571,0.472888,1,0.36612,0.468565,0.734282,-654.642590288468
7,47,2,4,0.468565,0.849341,0.64571,0.472888,0.80691,0.510103,0.468565,0.734282,-652.644412579773
7,48,3.142857,2.857143,0.468565,0.594121,0.544484,0.429251,0.671157,0.599761,0.468565,0.557137,-659.890940381616
7,48,3.142857,2.857143,0.468565,0.594121,0.544484,0.429251,0.593156,0.53066,0.468565,0.557137,-657.429224626148
7,48,3.142857,2.857143,0.468565,0.594121,0.544484,0.429251,0.477152,0.398087,0.468565,0.557137,-660.658782153175
7,48,3.142857,2.857143,0.468565,0.594121,0.544484,0.429251,0.425293,0.219655,0.468565,0.468565,-661.185324742503
7,48,3.142857,2.857143,0.468565,0.594121,0.544484,0.429251,0.637864,0.443582,0.468565,0.557137,-653.59317485322
7,48,3.142857,2.857143,0.468565,0.594121,0.544484,0.429251,0.691828,0.476737,0.468565,0.557137,-657.839225197791
7,48,3.142857,2.857143,0.468565,0.594121,0.544484,0.429251,0.662397,0.336276,0.468565,0.557137,-660.104363912968
7,49,2.857143,3.142857,0.468565,0.645448,0.56979,0.509425,0.70632,0.659408,0.468565,0.64571,-652.868852781463
7,49,2.857143,3.142857,0.468565,0.645448,0.56979,0.509425,0.582023,0.676738,0.468565,0.64571,-659.637232664104
7,49,2.857143,3.142857,0.468565,0.645448,0.56979,0.509425,0.574757,0.634854,0.468565,0.557137,-657.36847363008
7,49,2.857143,3.142857,0.468565,0.645448,0.56979,0.509425,0.629439,0.356771,0.468565,0.468565,-660.421568427967
7,49,2.857143,3.142857,0.468565,0.645448,0.56979,0.509425,0.646022,0.33787,0.468565,0.557137,-652.664996658335
7,49,2.857143,3.142857,0.468565,0.645448,0.56979,0.509425,0.641943,0.391239,0.468565,0.468565,-658.363622254693
7,49,2.857143,3.142857,0.468565,0.645448,0.56979,0.509425,0.737634,0.509092,0.468565,0.64571,-652.601197898011
7,50,2.571429,3.428571,0.468565,0.658452,0.56979,0.41864,0.646022,0.434816,0.468565,0.64571,-652.540680161051
7,50,2.571429,3.428571,0.468565,0.658452,0.56979,0.41864,0.582023,0.416661,0.468565,0.64571,-659.27623917536
7,50,2.571429,3.428571,0.468565,0.658452,0.56979,0.41864,0.547765,0.557271,0.468565,0.557137,-658.319984985824
7,50,2.571429,3.428571,0.468565,0.658452,0.56979,0.41864,0.547765,0.200667,0.468565,0.468565,-662.098622776776
7,50,2.571429,3.428571,0.468565,0.658452,0.56979,0.41864,0.739246,0.573891,0.468565,0.557137,-658.335661738589
7,50,2.571429,3.428571,0.468565,0.658452,0.56979,0.41864,0.620222,0.373532,0.468565,0.468565,-657.48916273024
7,50,2.571429,3.428571,0.468565,0.658452,0.56979,0.41864,0.926119,0.373645,0.468565,0.64571,-654.60613154274
7,51,2.857143,3.142857,0.468565,0.532679,0.544484,0.502881,0.521365,0.557632,0.468565,0.557137,-659.432756892449
7,51,2.857143,3.142857,0.468565,0.532679,0.544484,0.502881,0.521365,0.557632,0.468565,0.557137,-659.433464321167
7,51,2.857143,3.142857,0.468565,0.532679,0.544484,0.502881,0.521365,0.562132,0.468565,0.557137,-659.433072659632
7,51,2.857143,3.142857,0.468565,0.532679,0.544484,0.502881,0.547765,0.517912,0.468565,0.557137,-662.929326606967
7,51,2.857143,3.142857,0.468565,0.532679,0.544484,0.502881,0.521365,0.562132,0.468565,0.557137,-659.433617950685
7,51,2.857143,3.142857,0.468565,0.532679,0.544484,0.502881,0.547765,0.467166,0.468565,0.557137,-662.929047384359
7,51,2.857143,3.142857,0.468565,0.532679,0.544484,0.502881,0.547765,0.295564,0.468565,0.468565,-658.951195683312
7,52,2.285714,3.714286,0.468565,0.75749,0.595097,0.526022,0.775595,0.632494,0.468565,0.64571,-661.487323204693
7,52,2.285714,3.714286,0.468565,0.75749,0.595097,0.526022,0.775595,0.632494,0.468565,0.64571,-661.487609595902
7,52,2.285714,3.714286,0.468565,0.75749,0.595097,0.526022,0.74428,0.435787,0.468565,0.557137,-661.155906575331
7,52,2.285714,3.714286,0.468565,0.75749,0.595097,0.526022,0.727884,0.558871,0.468565,0.557137,-659.149130466552
7,52,2.285714,3.714286,0.468565,0.75749,0.595097,0.526022,0.727884,0.558871,0.468565,0.557137,-659.149272034521
7,52,2.285714,3.714286,0.468565,0.75749,0.595097,0.526022,0.74428,0.435787,0.468565,0.557137,-661.156021832273
7,52,2.285714,3.714286,0.468565,0.75749,0.595097,0.526022,0.80691,0.427851,0.468565,0.64571,-652.1114534185
7,53,1.714286,4.285714,0.468565,1,0.696323,0.828721,1,0.805128,0.468565,0.734282,-661.780322397724
7,53,1.714286,4.285714,0.468565,1,0.696323,0.828721,1,0.805128,0.468565,0.734282,-661.781133196075
7,53,1.714286,4.285714,0.468565,1,0.696323,0.828721,1,0.859911,0.468565,0.64571,-660.992938951773
7,53,1.714286,4.285714,0.468565,1,0.696323,0.828721,1,0.857049,0.468565,0.64571,-661.121573489096
7,53,1.714286,4.285714,0.468565,1,0.696323,0.828721,1,0.859911,0.468565,0.734282,-654.20057026164
7,53,1.714286,4.285714,0.468565,1,0.696323,0.828721,1,0.756872,0.468565,0.734282,-654.200824843849
7,53,1.714286,4.285714,0.468565,1,0.696323,0.828721,1,0.857049,0.468565,0.64571,-661.121472401966
7,54,2,4,0.468565,0.886709,0.620403,0.520435,0.963059,0.589264,0.468565,0.64571,-661.316301132175
7,54,2,4,0.468565,0.886709,0.620403,0.520435,0.819885,0.659677,0.468565,0.64571,-658.94844715704
7,54,2,4,0.468565,0.886709,0.620403,0.520435,1,0.577291,0.468565,0.64571,-653.858333617301
7,54,2,4,0.468565,0.886709,0.620403,0.520435,0.641077,0.053722,0.468565,0.468565,-652.628351000826
7,54,2,4,0.468565,0.886709,0.620403,0.520435,0.819885,0.654211,0.468565,0.64571,-658.992284535592
7,54,2,4,0.468565,0.886709,0.620403,0.520435,1,0.491346,0.468565,0.64571,-653.825694769554
7,54,2,4,0.468565,0.886709,0.620403,0.520435,0.963059,0.617534,0.468565,0.64571,-661.29130141801
7,55,2.285714,3.714286,0.468565,0.8375,0.620403,0.585545,0.963059,0.60999,0.468565,0.64571,-661.318405086128
7,55,2.285714,3.714286,0.468565,0.8375,0.620403,0.585545,0.831984,0.658992,0.468565,0.64571,-659.075686703087
7,55,2.285714,3.714286,0.468565,0.8375,0.620403,0.585545,0.813401,0.614629,0.468565,0.64571,-654.437177701803
7,55,2.285714,3.714286,0.468565,0.8375,0.620403,0.585545,0.684706,0.265374,0.468565,0.468565,-659.2741949822
7,55,2.285714,3.714286,0.468565,0.8375,0.620403,0.585545,0.796136,0.637268,0.468565,0.64571,-659.761980943638
