n1,n_id,g1,g2,g3,g4,g5,g6,l1,l2,l3,l4,ppm
5,4,1.2,4.8,0.374852,0.7067,0.574852,0.218127,1,0.294067,0.468565,0.601423,-655.118488333997
5,4,1.2,4.8,0.374852,0.7067,0.574852,0.218127,0.9067,0.429371,0.468565,0.601423,-662.614994875573
5,4,1.2,4.8,0.374852,0.7067,0.574852,0.218127,0.813401,-0.005505,0.468565,0.468565,-655.557474086867
5,4,1.2,4.8,0.374852,0.7067,0.574852,0.218127,0,-0.052802,0,0.601423,-648.766983290067
5,5,1.6,4.4,0.468565,0.813401,0.574852,0.570242,0.813401,0.686266,0.468565,0.601423,-661.306898928863
5,5,1.6,4.4,0.468565,0.813401,0.574852,0.570242,0.813401,0.686266,0.468565,0.601423,-661.306971302608
5,5,1.6,4.4,0.468565,0.813401,0.574852,0.570242,0.813401,0.409701,0.468565,0.468565,-662.942547871962
5,5,1.6,4.4,0.468565,0.813401,0.574852,0.570242,0.813401,0.45082,0.468565,0.601423,-655.826582100407
5,5,1.6,4.4,0.468565,0.813401,0.574852,0.570242,0.813401,0.618158,0.468565,0.601423,-655.826583725706
5,6,1.6,4.4,0.374852,0.528999,0.521708,0.04617,0.646022,0.064527,0.468565,0.468565,-652.913050620526
5,6,1.6,4.4,0.374852,0.528999,0.521708,0.04617,0.612119,0.241982,0.468565,0.468565,-658.008330792938
5,6,1.6,4.4,0.374852,0.528999,0.521708,0.04617,0,-0.214818,0,0.601423,-649.320274658419
5,6,1.6,4.4,0.374852,0.528999,0.521708,0.04617,0.646022,0.170906,0.468565,0.601423,-653.536041310641
5,6,1.6,4.4,0.374852,0.528999,0.521708,0.04617,0.740829,-0.031749,0.468565,0.468565,-656.441375502293
5,7,2,4,0.468565,0.640172,0.521708,0.298962,0.58572,0.314705,0.468565,0.468565,-659.280063305233
5,7,2,4,0.468565,0.640172,0.521708,0.298962,0.58572,0.314705,0.468565,0.468565,-659.280196599487
5,7,2,4,0.468565,0.640172,0.521708,0.298962,0.740829,0.280976,0.468565,0.601423,-656.996155235275
5,7,2,4,0.468565,0.640172,0.521708,0.298962,0.547765,0.303446,0.468565,0.468565,-654.516134366259
5,7,2,4,0.468565,0.640172,0.521708,0.298962,0.740829,0.280976,0.468565,0.601423,-656.996225667274
5,8,1.2,4.8,0.374852,0.636897,0.521708,0.016421,0.778841,0.154844,0.468565,0.468565,-660.754253352977
5,8,1.2,4.8,0.374852,0.636897,0.521708,0.016421,0.778841,0.154844,0.468565,0.468565,-660.754425248824
5,8,1.2,4.8,0.374852,0.636897,0.521708,0.016421,0.813401,-0.099691,0.468565,0.601423,-655.320854566124
5,8,1.2,4.8,0.374852,0.636897,0.521708,0.016421,0,-0.028201,0,0.468565,-649.478280495494
5,8,1.2,4.8,0.374852,0.636897,0.521708,0.016421,0.813401,-0.099691,0.468565,0.601423,-655.320967606681
5,9,1.6,4.4,0.468565,0.846568,0.574852,0.44001,0.74428,0.455537,0.468565,0.601423,-652.9002768046
5,9,1.6,4.4,0.468565,0.846568,0.574852,0.44001,0.74428,0.226863,0.468565,0.468565,-652.426881168201
5,9,1.6,4.4,0.468565,0.846568,0.574852,0.44001,1,0.531056,0.468565,0.601423,-655.366333912891
5,9,1.6,4.4,0.468565,0.846568,0.574852,0.44001,1,0.531056,0.468565,0.601423,-655.366182523895
5,9,1.6,4.4,0.468565,0.846568,0.574852,0.44001,0.74428,0.455537,0.468565,0.601423,-652.900356252952
5,10,1.6,4.4,0.468565,0.855557,0.574852,0.301101,0.778841,0.396684,0.468565,0.601423,-661.975772846495
5,10,1.6,4.4,0.468565,0.855557,0.574852,0.301101,0.778841,0.203255,0.468565,0.468565,-661.438458935183
5,10,1.6,4.4,0.468565,0.855557,0.574852,0.301101,1,0.417465,0.468565,0.601423,-655.558710539275
5,10,1.6,4.4,0.468565,0.855557,0.574852,0.301101,0.9067,0.405019,0.468565,0.601423,-662.51019480568
5,10,1.6,4.4,0.468565,0.855557,0.574852,0.301101,0.813401,0.083084,0.468565,0.601423,-655.76310122444
5,11,2,4,0.468565,0.754916,0.521708,0.366782,0.612119,0.570289,0.468565,0.601423,-659.429041667715
5,11,2,4,0.468565,0.754916,0.521708,0.366782,0.646022,0.266537,0.468565,0.468565,-653.20359039381
5,11,2,4,0.468565,0.754916,0.521708,0.366782,1,0.27872,0.468565,0.601423,-655.623775114259
5,11,2,4,0.468565,0.754916,0.521708,0.366782,0.870415,0.451828,0.468565,0.468565,-663.251857362904
5,11,2,4,0.468565,0.754916,0.521708,0.366782,0.646022,0.266537,0.468565,0.468565,-653.203340671773
5,12,1.6,4.4,0.468565,0.813401,0.521708,0.440428,0.813401,0.602348,0.468565,0.601423,-661.220047864402
5,12,1.6,4.4,0.468565,0.813401,0.521708,0.440428,0.813401,0.408515,0.468565,0.468565,-655.687313160982
5,12,1.6,4.4,0.468565,0.813401,0.521708,0.440428,0.813401,0.580597,0.468565,0.601423,-661.219865959337
5,12,1.6,4.4,0.468565,0.813401,0.521708,0.440428,0.813401,0.416953,0.468565,0.468565,-662.822011979788
5,12,1.6,4.4,0.468565,0.813401,0.521708,0.440428,0.813401,0.193726,0.468565,0.468565,-655.68643743566
5,13,0.8,5.2,0.281139,0.6,0.681139,0.725043,1,0.551158,0.468565,0.734282,-662.773561750469
5,13,0.8,5.2,0.281139,0.6,0.681139,0.725043,0,0.733896,0,0.734282,-649.159364444543
5,13,0.8,5.2,0.281139,0.6,0.681139,0.725043,1,0.803133,0.468565,0.601423,-655.428891701717
5,13,0.8,5.2,0.281139,0.6,0.681139,0.725043,1,0.803133,0.468565,0.601423,-655.428203119714
5,13,0.8,5.2,0.281139,0.6,0.681139,0.725043,0,0.733896,0,0.734282,-649.162981833929
5,14,0.8,5.2,0.374852,0.8,0.627995,0.324047,1,0.421797,0.468565,0.734282,-655.360558679318
5,14,0.8,5.2,0.374852,0.8,0.627995,0.324047,1,0.147548,0.468565,0.468565,-654.964920637609
5,14,0.8,5.2,0.374852,0.8,0.627995,0.324047,1,0.50118,0.468565,0.734282,-655.36048973748
5,14,0.8,5.2,0.374852,0.8,0.627995,0.324047,1,0.154721,0.468565,0.468565,-654.964550927219
5,14,0.8,5.2,0.374852,0.8,0.627995,0.324047,0,0.394989,0,0.734282,-648.817907720187
5,15,1.2,4.8,0.374852,0.636897,0.627995,0.385626,0.813401,0.462035,0.468565,0.734282,-656.303506165174
5,15,1.2,4.8,0.374852,0.636897,0.627995,0.385626,0.778841,0.27246,0.468565,0.468565,-661.293421667378
5,15,1.2,4.8,0.374852,0.636897,0.627995,0.385626,0.813401,0.462035,0.468565,0.734282,-656.303524205127
5,15,1.2,4.8,0.374852,0.636897,0.627995,0.385626,0.778841,0.27246,0.468565,0.468565,-661.293477522469
5,15,1.2,4.8,0.374852,0.636897,0.627995,0.385626,0,0.45914,0,0.734282,-649.406173218042
5,16,1.2,4.8,0.374852,0.7067,0.627995,0.231606,0.813401,0.387193,0.468565,0.734282,-661.953470286725
5,16,1.2,4.8,0.374852,0.7067,0.627995,0.231606,0.9067,0.183005,0.468565,0.468565,-661.776794060983
5,16,1.2,4.8,0.374852,0.7067,0.627995,0.231606,1,0.413987,0.468565,0.734282,-655.636729235594
5,16,1.2,4.8,0.374852,0.7067,0.627995,0.231606,0,0.207622,0,0.734282,-648.859505335451
5,16,1.2,4.8,0.374852,0.7067,0.627995,0.231606,0.813401,-0.033778,0.468565,0.468565,-655.689224764664
5,17,1.6,4.4,0.374852,0.637152,0.574852,0.296141,0.791369,0.497565,0.468565,0.601423,-659.6935924473
5,17,1.6,4.4,0.374852,0.637152,0.574852,0.296141,0.692679,0.194051,0.468565,0.468565,-653.075372565524
5,17,1.6,4.4,0.374852,0.637152,0.574852,0.296141,0.775595,0.532335,0.468565,0.601423,-652.869953982181
5,17,1.6,4.4,0.374852,0.637152,0.574852,0.296141,0,-0.161112,0,0.601423,-649.60934070131
5,17,1.6,4.4,0.374852,0.637152,0.574852,0.296141,0.926119,0.417867,0.468565,0.601423,-655.660792844753
5,18,2,4,0.468565,0.825578,0.574852,0.371807,0.803468,0.527532,0.468565,0.601423,-659.930832065188
5,18,2,4,0.468565,0.825578,0.574852,0.371807,0.74819,0.3526,0.468565,0.468565,-659.937248190948
5,18,2,4,0.468565,0.825578,0.574852,0.371807,0.723994,0.500695,0.468565,0.601423,-654.024027557778
5,18,2,4,0.468565,0.825578,0.574852,0.371807,0.926119,0.213532,0.468565,0.601423,-656.346407772775
5,18,2,4,0.468565,0.825578,0.574852,0.371807,0.926119,0.264673,0.468565,0.601423,-656.154929070813
5,19,1.6,4.4,0.374852,0.637152,0.627995,0.530627,0.775595,0.612885,0.468565,0.734282,-653.667502711923
5,19,1.6,4.4,0.374852,0.637152,0.627995,0.530627,0.791369,0.50222,0.468565,0.468565,-658.600667050176
5,19,1.6,4.4,0.374852,0.637152,0.627995,0.530627,0.692679,0.449716,0.468565,0.468565,-653.138379050876
5,19,1.6,4.4,0.374852,0.637152,0.627995,0.530627,0.926119,0.561909,0.468565,0.734282,-656.120166576201
5,19,1.6,4.4,0.374852,0.637152,0.627995,0.530627,0,0.526407,0,0.734282,-649.154635285946
5,20,2,4,0.468565,0.729399,0.521708,0.230832,0.646378,0.328616,0.468565,0.601423,-659.204303649932
5,20,2,4,0.468565,0.729399,0.521708,0.230832,0.739246,0.43379,0.468565,0.468565,-659.42694575624
5,20,2,4,0.468565,0.729399,0.521708,0.230832,0.740829,-0.070935,0.468565,0.468565,-656.737575077902
5,20,2,4,0.468565,0.729399,0.521708,0.230832,0.926119,0.287489,0.468565,0.601423,-655.792913690949
5,20,2,4,0.468565,0.729399,0.521708,0.230832,0.594421,0.175199,0.468565,0.468565,-653.803834480776
5,21,1.6,4.4,0.468565,0.92536,0.627995,0.453989,0.813401,0.431961,0.468565,0.734282,-662.414936246907
5,21,1.6,4.4,0.468565,0.92536,0.627995,0.453989,0.9067,0.382168,0.468565,0.468565,-661.905310133017
5,21,1.6,4.4,0.468565,0.92536,0.627995,0.453989,0.9067,0.35984,0.468565,0.468565,-661.904785251595
5,21,1.6,4.4,0.468565,0.92536,0.627995,0.453989,1,0.561774,0.468565,0.734282,-655.583256421842
5,21,1.6,4.4,0.468565,0.92536,0.627995,0.453989,1,0.534204,0.468565,0.734282,-655.583821540815
5,22,2.4,3.6,0.468565,0.657654,0.521708,0.455729,0.599903,0.584226,0.468565,0.468565,-657.36038253634
5,22,2.4,3.6,0.468565,0.657654,0.521708,0.455729,0.637864,0.271357,0.468565,0.468565,-654.551726013863
5,22,2.4,3.6,0.468565,0.657654,0.521708,0.455729,0.637864,0.325456,0.468565,0.468565,-654.551118765566
5,22,2.4,3.6,0.468565,0.657654,0.521708,0.455729,0.70632,0.599711,0.468565,0.601423,-653.750081234904
5,22,2.4,3.6,0.468565,0.657654,0.521708,0.455729,0.70632,0.497893,0.468565,0.601423,-653.75092682286
5,23,1.2,4.8,0.468565,0.888041,0.574852,0.245166,0.813401,0.422761,0.468565,0.601423,-661.162786375894
5,23,1.2,4.8,0.468565,0.888041,0.574852,0.245166,1,0.335625,0.468565,0.601423,-655.155292839396
5,23,1.2,4.8,0.468565,0.888041,0.574852,0.245166,0.813401,0.295685,0.468565,0.601423,-655.643946392104
5,23,1.2,4.8,0.468565,0.888041,0.574852,0.245166,1,0.16535,0.468565,0.601423,-655.417195453255
5,23,1.2,4.8,0.468565,0.888041,0.574852,0.245166,0.813401,0.006409,0.468565,0.468565,-655.945431257745
5,24,1.2,4.8,0.468565,1,0.681139,0.657115,1,0.639761,0.468565,0.734282,-655.633105476111
5,24,1.2,4.8,0.468565,1,0.681139,0.657115,1,0.644959,0.468565,0.601423,-655.419044180201
5,24,1.2,4.8,0.468565,1,0.681139,0.657115,1,0.728711,0.468565,0.601423,-662.007540627599
5,24,1.2,4.8,0.468565,1,0.681139,0.657115,1,0.646659,0.468565,0.734282,-655.885233400808
5,24,1.2,4.8,0.468565,1,0.681139,0.657115,1,0.625482,0.468565,0.734282,-655.617331052157
5,25,2,4,0.468565,0.768693,0.574852,0.63367,0.692679,0.729054,0.468565,0.601423,-653.719731608816
5,25,2,4,0.468565,0.768693,0.574852,0.63367,0.810156,0.724994,0.468565,0.601423,-661.828730182029
5,25,2,4,0.468565,0.768693,0.574852,0.63367,0.775595,0.702593,0.468565,0.601423,-653.021577312742
5,25,2,4,0.468565,0.768693,0.574852,0.63367,0.751632,0.597539,0.468565,0.468565,-659.893125996254
5,25,2,4,0.468565,0.768693,0.574852,0.63367,0.813401,0.41417,0.468565,0.601423,-656.178741580146
5,26,2.4,3.6,0.468565,0.581757,0.521708,0.273091,0.624388,0.439662,0.468565,0.468565,-660.675797145383
5,26,2.4,3.6,0.468565,0.581757,0.521708,0.273091,0.525912,0.009192,0.468565,0.468565,-663.374672195761
5,26,2.4,3.6,0.468565,0.581757,0.521708,0.273091,0.503552,0.24344,0.468565,0.468565,-660.188468321537
5,26,2.4,3.6,0.468565,0.581757,0.521708,0.273091,0.577593,0.285928,0.468565,0.601423,-663.248947751827
5,26,2.4,3.6,0.468565,0.581757,0.521708,0.273091,0.677337,0.387232,0.468565,0.601423,-654.08216995399
5,27,1.6,4.4,0.374852,0.403247,0.521708,0.066661,0.504059,0.105231,0.468565,0.601423,-662.436181461101
5,27,1.6,4.4,0.374852,0.403247,0.521708,0.066661,0.504059,0.214554,0.468565,0.468565,-661.759805001504
5,27,1.6,4.4,0.374852,0.403247,0.521708,0.066661,0.504059,0.110043,0.468565,0.468565,-661.707910225308
